"title","url","stars","name","reviewUrl","text"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","yeong kx","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21aek4xQkpiSEUxWkdaeU0weFBTREUxT1VOTlVYYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOmZzN1BJbHE1ZGZyM0xPSDE1OUNNUXc%7C0cee1_uzDNk%7C?hl=en",
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Hannah Eva","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2psUFNGb3hRa2RmZW1ScWRuUk9TM3BNUnpSNVFsRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOjlPSFoxQkdfemRqdnROS3pMRzR5QlE%7C0cedMGbEY4P%7C?hl=en","wowowow great vibes and food!! super eccentric and unique"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Rain","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xFNWNVdDJhbUYwVjB0WFdYUk5kVXR1Ym5sVk5IYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOlE5cUt2amF0V0tXWXRNdUtubnlVNHc%7C0ceR-eiQyVJ%7C?hl=en",
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Nicolette David","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21nd1JXVTBTVlZXTmtScGVFdzFNakp3YlZOQ1gwRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOmgwRWU0SVVWNkRpeEw1MjJwbVNCX0E%7C0ceQuuq_GC4%7C?hl=en",
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","4","S dssp","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25VeVNGaG1WbloxUmsxSWRYTnpZMGRsVkZKcVRuYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOnUySFhmVnZ1Rk1IdXNzY0dlVFJqTnc%7C0ceQ9S0tRF9%7C?hl=en","We had the classic pasta and fish n chips with Tom yum sauce. Very huge portion of fish and the taste is good, the Tom yum sauce is unique and with a handful of seafood. Worth the try!"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Sanjith","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGRlIyaElVSGt4ZFc4dGRrcHFVVmhWWW1SSWNFRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOjFFR2hIUHkxdW8tdkpqUVhVYmRIcEE%7C0cePLsAdVQU%7C?hl=en","Its an amazing restaurant with good vibes"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Vivian L","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25KMVdESTVVWEZVTlZrd1ZIVnVVV1F4YjNodlkwRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOnJ1WDI5UXFUNVkwVHVuUWQxb3hvY0E%7C0ceP9g2k0xQ%7C?hl=en","great atmosphere"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Jayden","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2taclgwZzRYM2hyYXpNMk5tZHhkbVJ0Y0hCMFNVRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOkZrX0g4X3hrazM2NmdxdmRtcHB0SUE%7C0ceP97uwqBS%7C?hl=en","Great atmosphere and vibes!"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Andy Lim","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25rM1dsUnRWRFZKTUVkek1XOVJTMUUxVG1aeVZXYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOnk3WlRtVDVJMEdzMW9RS1E1TmZyVWc%7C0ceOVpHjgDj%7C?hl=en","Wonderful food and service!"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","郑苡萱","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tkb2QwWjVWalpIU2toWFduQlJRbmxsVDNkT2NHYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOkdod0Z5VjZHSkhXWnBRQnllT3dOcGc%7C0ceOUSYEjph%7C?hl=en","The atmosphere and service are excellent, enjoyed the food!"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","2","s z","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tFeWFsQnVSVmhwYWs5alpqQkdjRFl4WkZaMFdYYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOkEyalBuRVhpak9jZjBGcDYxZFZ0WXc%7C0ceNwEG2ovw%7C?hl=en","Resturant price, hawker center quality (the bland ones), not recomended.The food taste here have no depth, I ordered the marinara seafood pasta and the tomato paste taste like its from a can. The shrimp also taste not fresh. The chicken chop also have too much MSG, like other comments here, its very salty.

Nice environment tho."
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Samantha Pradeep Rajarathna","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tOSGFrNHpjM1pCWTNsT1NESlJibEkwYTNKWFVuYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOkNHak4zc3ZBY3lOSDJRblI0a3JXUnc%7C0ceHa-D7Z1W%7C?hl=en",
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Aiden Leong","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25WcVFYUlhTMWR5YmpnelFYcE5VVmN5UTJnNFdHYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOnVqQXRXS1dybjgzQXpNUVcyQ2g4WGc%7C0cdjbpp01Z8%7C?hl=en",
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","AG Lee","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xbVIyaGZVelZGVjFGemNsQm9iRXBLZEdzdFZVRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOm1mR2hfUzVFV1FzclBobEpKdGstVUE%7C0cdbtTcWTlc%7C?hl=en","Always enjoy my meal there. Take note sometime it may be crowded."
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","chungus yeetumus","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2sweVMzTlVNR2hPUjNkS2QzSkZVV294VTNoMVJXYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOk0yS3NUMGhOR3dKd3JFUWoxU3h1RWc%7C0cdP8xacFcw%7C?hl=en",
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","lee shaoxuan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pOaVdISTFWMUJ3YVVWcFdWQk1RV2RIVTJsdGFHYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOjNiWHI1V1BwaUVpWVBMQWdHU2ltaGc%7C0cd6KcievaM%7C?hl=en","Atmosphere here is great, food wise is also awesome 🤙"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Kai Ra","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWWVQzUjNTak5hYTBWcGJrcHBjRTV0YkhCYWRWRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOjVYT3R3SjNaa0VpbkppcE5tbHBadVE%7C0cd4ywnD1Ma%7C?hl=en","Always coming back for Tom Yum Pasta!!"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Roxanna Song","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25oUlZIZE9WV3RIT1U0eGVuQjNWbkl6VFZsM1ZVRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOnhRVHdOVWtHOU4xenB3VnIzTVl3VUE%7C0cd4yvvINli%7C?hl=en","Its my first time here and the aglio oglio is amazing!!! Can't wait to be back here again 🤩"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","SJ","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1cWNVZFJOR3RpVjI5NGNYRnhWVFJVZWpCYWMyYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOk5qcUdRNGtiV294cXFxVTRUejBac2c%7C0ccM4gT00P3%7C?hl=en","very nice"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Pearlyn Tang","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25oVWVYSmtRa3RZT1ZsMlJXaHhlbmRSZW5kblJtYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOnhUeXJkQktYOVl2RWhxendRendnRmc%7C0ccKnPA0m-b%7C?hl=en","Great food and atmosphere."
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","3","Fauroni Sukhaimi","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR2bV95U21BRRAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CIHM0ogKEICAgIDvm_ySmAE%7C0cfSP8v9drT%7C?hl=en","Super nice rustic place to have dinner. Great value seafood!"
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","4","Soo Shiii","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkTk0wNVpObTVTUTFKR1pWQkNOVEpsVW10NGJtYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOldNM05ZNm5SQ1JGZVBCNTJlUmt4bmc%7C0cejlOf2XGq%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","4","Mix May Song","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tOV1ZtSlVaWGM1VTFGRGJEVXhkMU5uZVZrNVJYYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOkNWVmJUZXc5U1FDbDUxd1NneVk5RXc%7C0ceiePUzf99%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","2","Kheng poh Tan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25KbGFuZHVTRjlQUTNrM01rOVNWVUpxWTFBemJHYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOnJlanduSF9PQ3k3Mk9SVUJqY1AzbGc%7C0ceM9Sgk9YW%7C?hl=en","态度差 食物很普通 性格嚣张
去餐馆吃消费也不会高过这里 服务态度也比这里好"
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","4","Lim Ting","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT213eWMxODFkRjh6Y1ROR1dsZG5ORlpJWTB0S09WRRAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOmwyc181dF8zcTNGWldnNFZIY0tKOVE%7C0ceIl8BnEh6%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","范明彬","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2toUExXZzNiVTVuV1ZOc2IyTlVNVXhFVjBsSFFWRRAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOkhPLWg3bU5nWVNsb2NUMUxEV0lHQVE%7C0cdNkDGJNID%7C?hl=en",
